90,92.27,106.67,64.50
90,93.28,107.45,65.43
90,94.28,108.40,65.96
90,95.28,109.64,66.52
90,96.29,110.65,67.16
90,97.29,111.40,67.70
90,98.29,112.55,68.54
90,99.30,113.87,69.82
90,100.30,115.35,71.29
90,101.30,116.43,72.08
90,102.30,117.39,72.54
90,103.31,118.40,72.96
90,104.31,119.34,73.13
90,105.31,120.53,73.39
90,106.32,121.68,74.19
90,107.32,122.68,74.91
90,108.32,123.47,75.62
90,109.33,124.54,76.37
90,110.33,125.56,77.04
90,111.33,126.54,77.61
90,112.33,127.39,78.20
90,113.34,128.42,78.87
90,114.34,129.12,79.45
90,115.34,129.90,80.02
90,116.35,130.61,80.82
90,117.35,131.65,81.49
90,118.35,132.57,82.33
90,119.36,133.54,82.89
90,120.36,134.37,83.81
90,121.36,135.08,84.79
90,122.36,135.99,85.37
90,123.37,136.75,85.90
90,124.37,137.47,86.78
90,125.37,138.34,87.50
90,126.38,139.24,88.27
90,127.38,140.30,89.12
90,128.38,141.39,89.96
90,129.38,142.34,90.66
90,130.39,143.20,91.45
90,131.39,144.02,92.26
90,132.39,144.71,92.85
90,133.40,145.38,93.97
90,134.40,145.87,94.85
90,135.40,146.36,95.57
90,136.41,146.94,96.29
90,137.41,147.76,96.96
90,138.41,148.47,97.59
90,139.41,149.03,98.20
90,140.42,149.66,98.99
90,141.42,150.71,99.71
90,142.42,151.61,100.63
90,143.43,152.75,101.70
90,144.43,154.16,102.72
90,145.43,155.15,103.62
90,146.44,155.84,104.30
90,147.44,156.42,104.82
90,148.44,156.90,105.52
90,149.44,157.66,106.13
90,150.45,158.63,106.90
90,151.45,159.65,107.58
90,152.45,160.64,108.63
90,153.46,161.41,109.52
90,154.46,162.24,110.02
90,155.46,163.00,111.00
90,156.47,163.52,111.56
90,157.47,164.28,112.18
90,158.47,165.19,112.85
90,159.47,165.80,113.84
90,160.48,166.22,114.41
90,161.48,166.54,115.16
90,162.48,167.08,115.97
90,163.49,167.97,116.80
90,164.49,168.60,117.49
90,165.49,169.00,118.35
90,166.50,169.27,119.17
90,167.50,169.64,119.70
90,168.50,170.15,120.80
90,169.50,170.31,121.40
90,170.51,170.66,122.00
90,171.51,171.14,122.70
90,172.51,171.26,123.32
90,173.52,172.10,124.04
90,174.52,173.05,124.69
90,175.52,173.06,125.28
90,176.53,173.07,125.74
90,177.53,173.52,126.34
90,178.53,173.97,127.07
90,179.53,174.88,127.90
90,180.54,176.38,128.48
90,181.54,178.27,129.28
90,182.54,179.60,130.08
90,183.55,179.91,130.84
90,184.55,179.58,131.56
90,185.55,179.46,132.30
90,186.56,179.98,133.26
90,187.56,180.88,133.78
90,188.56,181.92,134.44
90,189.56,183.00,135.15
90,190.57,184.26,135.89
90,191.57,185.42,136.42
90,192.57,186.18,137.08
90,193.58,186.81,137.83
90,194.58,187.35,138.48
90,195.58,187.58,139.18
90,196.59,187.52,139.64
90,197.59,187.74,140.18
90,198.59,189.12,140.85
90,199.59,189.83,141.50
90,200.60,190.34,142.26
90,201.60,191.30,142.97
90,202.60,192.24,143.49
90,203.61,192.90,144.35
90,204.61,193.49,144.99
90,205.61,194.15,145.59
90,206.62,194.31,145.97
90,207.62,193.95,146.47
90,208.62,193.69,146.95
90,209.62,194.22,147.81
90,210.63,195.16,148.46
90,211.63,196.10,149.07
90,212.63,196.43,149.87
90,213.64,196.82,150.50
90,214.64,197.93,150.95
90,215.64,198.49,151.46
90,216.65,198.64,151.82
90,217.65,198.51,152.42
90,218.65,198.32,152.92
90,219.66,198.76,153.61
90,220.66,199.33,154.18
90,221.66,200.38,154.93
90,222.66,201.11,155.51
90,223.67,201.81,156.13
90,224.67,202.34,156.87
90,225.67,202.55,157.48
90,226.68,202.72,157.97
90,227.68,202.86,158.44
90,228.68,202.33,158.90
90,229.69,201.99,159.33
90,230.69,202.84,159.90
90,231.69,203.62,160.38
90,232.69,204.33,160.98
90,233.70,205.29,161.76
90,234.70,205.77,162.35
90,235.70,206.20,162.78
90,236.71,206.53,163.43
90,237.71,206.82,164.02
90,238.71,206.95,164.31
90,239.72,207.14,164.96
90,240.72,207.28,165.60
90,241.72,207.40,166.08
90,242.72,207.24,166.48
90,243.73,207.66,167.11
90,244.73,208.07,167.83
90,245.73,208.57,168.11
90,246.74,208.96,168.62
90,247.74,209.57,169.41
90,248.74,210.17,170.00
90,249.75,211.11,170.55
90,250.75,212.00,170.92
90,251.75,212.47,171.32
90,252.75,212.74,171.93
90,253.76,213.18,172.48
90,254.76,212.82,172.87
90,255.76,212.03,173.17
90,256.77,212.27,173.85
90,257.77,212.51,174.41
90,258.77,212.59,174.85
90,259.77,212.77,175.17
90,260.78,213.30,175.67
90,261.78,213.51,175.96
90,262.78,213.80,176.72
90,263.79,214.16,177.41
90,264.79,214.93,177.67
90,265.79,215.38,178.23
90,266.80,215.72,178.72
90,267.80,216.22,179.13
90,268.80,216.51,179.61
90,269.81,216.62,180.28
90,270.81,216.55,180.61
90,271.81,216.45,180.89
90,272.81,216.36,181.27
90,273.82,215.70,181.85
90,274.82,215.77,182.19
90,275.82,216.24,182.69
90,276.83,216.98,182.94
90,277.83,218.14,183.57
90,278.83,219.62,184.04
90,279.83,220.70,184.73
90,280.84,221.02,185.36
90,281.84,221.37,185.76
90,282.84,222.24,186.51
90,283.85,223.33,187.61
90,284.85,224.70,188.43
90,285.85,225.90,189.02
90,286.86,225.85,189.92
90,287.86,225.84,190.05
90,288.86,225.68,189.95
90,289.87,225.79,189.89
90,290.87,226.05,190.01
90,291.87,226.35,190.10
90,292.87,226.29,190.33
90,293.88,225.90,190.60
90,294.88,225.59,190.91
90,295.88,225.63,191.12
90,296.89,225.22,191.49
90,297.89,225.00,191.74
90,298.89,225.43,191.84
90,299.89,226.19,192.17
90,300.90,226.87,192.80
90,301.90,227.28,193.29
90,302.90,227.24,193.56
90,303.91,227.55,193.93
90,304.91,227.85,194.33
90,305.91,227.15,194.77
90,306.92,226.48,195.24
90,307.92,225.15,195.57
90,308.92,225.08,195.97
90,309.93,226.20,196.38
90,310.93,227.28,196.66
90,311.93,228.25,197.21
90,312.93,228.66,197.71
90,313.94,228.99,198.12
90,314.94,229.51,198.40
90,315.94,230.06,198.63
90,316.95,230.09,198.94
90,317.95,229.39,199.18
90,318.95,227.97,199.60
90,319.95,227.01,199.97
90,320.96,226.85,200.25
90,321.96,227.35,200.60
90,322.96,228.82,200.80
90,323.97,230.42,201.15
90,324.97,231.71,201.36
90,325.97,232.34,201.77
90,326.98,232.29,202.31
90,327.98,232.54,202.55
90,328.98,232.95,202.83
90,329.99,232.45,202.97
90,330.99,231.26,203.25
90,331.99,230.03,203.62
90,332.99,229.52,203.95
90,334.00,229.95,204.06
90,335.00,231.62,204.51
90,336.00,233.25,204.77
90,337.01,233.54,205.27
90,338.01,232.46,205.34
90,339.01,231.89,205.64
90,340.01,232.44,206.20
90,341.02,232.74,206.34
90,342.02,231.40,206.67
90,343.02,231.27,206.98
90,344.03,232.07,206.95
90,345.03,231.71,207.37
90,346.03,231.13,207.57
90,347.04,230.56,207.62
90,348.04,231.30,207.99
90,349.04,232.72,208.27
90,350.05,233.82,208.35
90,351.05,234.64,208.78
90,352.05,235.21,208.99
90,353.05,235.99,209.06
90,354.06,236.69,209.21
90,355.06,237.05,209.50
90,356.06,237.24,209.59
90,357.07,237.65,209.79
90,358.07,238.17,209.89
90,359.07,238.28,210.19
90,360.07,238.46,210.82
90,361.08,238.75,211.07
90,362.08,238.96,211.25
90,363.08,239.76,211.57
90,364.09,240.68,211.98
90,365.09,240.88,212.40
90,366.09,241.37,212.76
90,367.10,241.40,212.75
90,368.10,241.46,213.08
90,369.10,241.57,213.32
90,370.11,241.79,213.67
90,371.11,242.06,213.94
90,372.11,242.58,214.40
90,373.11,242.64,214.68
90,374.12,242.77,214.96
90,375.12,242.44,215.15
90,376.12,240.50,215.28
90,377.13,239.17,215.68
90,378.13,239.54,215.82
90,379.13,240.93,216.00
90,380.13,241.79,216.36
90,381.14,242.40,216.63
90,382.14,243.01,216.57
90,383.14,242.85,216.72
90,384.15,243.47,216.97
90,385.15,244.54,217.14
90,386.15,245.51,217.52
90,387.16,246.35,217.86
90,388.16,246.70,218.15
90,389.16,246.87,218.28
90,390.17,247.00,218.42
90,391.17,246.39,218.39
90,392.17,246.35,218.77
90,393.17,246.81,219.06
90,394.18,247.34,219.22
90,395.18,247.75,219.46
90,396.18,247.79,219.83
90,397.19,247.67,220.06
90,398.19,247.36,220.04
90,399.19,246.88,220.37
90,400.19,246.34,220.61
90,401.20,245.56,220.95
90,402.20,245.21,221.05
90,403.20,245.38,221.17
90,404.21,245.92,221.46
90,405.21,246.17,221.64
90,406.21,246.53,221.86
90,407.22,246.59,221.98
90,408.22,246.52,222.11
90,409.22,245.97,222.56
90,410.23,244.17,222.72
90,411.23,243.90,222.89
90,412.23,243.83,222.85
90,413.23,243.73,223.05
90,414.24,243.49,223.52
90,415.24,243.92,223.63
90,416.24,244.55,223.72
90,417.25,244.84,223.88
90,418.25,244.94,224.08
90,419.25,244.90,223.90
90,420.25,245.22,224.27
90,421.26,245.50,224.58
90,422.26,246.09,224.67
90,423.26,246.64,224.83
90,424.27,247.53,224.90
90,425.27,248.11,225.18
90,426.27,247.32,225.40
90,427.28,246.25,225.65
90,428.28,245.50,225.92
90,429.28,245.16,226.33
90,430.29,245.79,226.61
90,431.29,246.03,226.86
90,432.29,245.69,227.36
90,433.29,245.80,227.60
90,434.30,245.03,227.89
90,435.30,243.76,227.90
90,436.30,243.39,228.16
90,437.31,243.85,228.47
90,438.31,243.98,228.83
90,439.31,244.75,228.97
90,440.31,243.10,229.12
90,441.32,242.20,229.33
90,442.32,243.87,229.25
90,443.32,244.46,229.16
90,444.33,244.78,229.61
90,445.33,244.56,229.92
90,446.33,245.36,230.09
90,447.34,244.62,230.08
90,448.34,243.31,230.07
90,449.34,242.84,230.13
90,450.35,243.94,230.38
90,451.35,245.27,230.41
90,452.35,245.95,230.42
90,453.35,246.39,230.29
90,454.36,246.87,230.20
90,455.36,246.77,230.32
90,456.36,247.59,230.46
90,457.37,248.57,230.53
90,458.37,249.20,230.64
90,459.37,249.05,230.64
90,460.38,249.17,230.58
90,461.38,249.70,230.78
90,462.38,249.91,230.84
90,463.38,249.33,231.13
90,464.39,249.57,231.33
90,465.39,250.36,231.42
90,466.39,251.31,231.75
90,467.40,251.73,231.95
90,468.40,252.12,232.16
90,469.40,253.12,232.28
90,470.40,253.63,232.48
90,471.41,254.19,232.58
90,472.41,254.11,232.63
90,473.41,253.64,232.68
90,474.42,251.99,232.76
90,475.42,250.60,232.90
90,476.42,251.17,233.01
90,477.43,251.96,233.11
90,478.43,252.65,233.03
90,479.43,252.44,233.20
90,480.44,252.97,233.35
90,481.44,253.52,233.48
90,482.44,253.70,233.61
90,483.44,254.19,233.71
90,484.45,254.38,233.87
90,485.45,254.20,233.98
90,486.45,254.13,234.19
90,487.46,253.78,234.24
90,488.46,253.68,234.44
90,489.46,253.61,234.57
90,490.46,253.86,234.68
90,491.47,253.66,234.81
90,492.47,254.06,234.81
90,493.47,254.00,234.94
90,494.48,253.98,234.86
90,495.48,254.20,235.12
90,496.48,254.62,235.27
90,497.49,255.03,235.36
90,498.49,254.90,235.55
90,499.49,254.67,235.77
90,500.50,254.34,235.76
90,501.50,253.46,235.99
90,502.50,252.77,236.19
90,503.50,250.93,236.19
90,504.51,248.60,236.39
90,505.51,246.60,236.39
90,506.51,247.20,236.31
90,507.52,248.42,236.52
90,508.52,250.05,236.66
90,509.52,251.87,236.86
90,510.52,254.16,236.93
90,511.53,254.78,237.06
90,512.53,253.89,237.07
90,513.53,253.98,237.36
90,514.54,255.12,237.57
90,515.54,255.73,237.69
90,516.54,256.00,237.70
90,517.55,256.09,238.07
90,518.55,255.99,237.96
90,519.55,255.20,238.09
90,520.55,254.68,238.16
90,521.56,254.85,238.18
90,522.56,255.08,238.24
90,523.56,255.74,238.33
90,524.57,255.73,238.42
90,525.57,255.91,238.40
90,526.57,256.55,238.61
90,527.58,257.25,238.67
90,528.58,257.63,238.76
90,529.58,257.32,238.92
90,530.59,256.88,239.22
90,531.59,256.10,239.28
90,532.59,256.26,239.24
90,533.59,256.25,239.47
90,534.60,255.84,239.49
90,535.60,255.71,239.32
90,536.60,255.61,239.46
90,537.61,255.43,239.50
90,538.61,254.76,239.51
90,539.61,254.90,239.63
90,540.62,255.75,239.66
90,541.62,256.43,239.79
90,542.62,257.01,239.81
90,543.62,257.54,240.10
90,544.63,257.96,240.18
90,545.63,257.99,240.23
90,546.63,257.85,240.27
90,547.64,257.56,240.26
90,548.64,257.03,240.44
90,549.64,257.23,240.51
90,550.64,257.46,240.57
90,551.65,257.59,240.56
90,552.65,257.60,240.47
90,553.65,258.11,240.67
90,554.66,258.22,240.57
90,555.66,258.35,240.87
90,556.66,258.85,241.02
90,557.67,259.00,241.40
90,558.67,258.70,241.48
90,559.67,258.04,241.49
90,560.67,255.90,241.58
90,561.68,253.29,241.58
90,562.68,251.73,241.65
90,563.68,252.58,241.82
90,564.69,253.91,241.77
90,565.69,255.12,241.76
90,566.69,256.24,241.99
90,567.70,255.50,241.95
90,568.70,254.67,241.96
90,569.70,254.15,242.01
90,570.71,254.23,242.06
90,571.71,255.09,242.23
90,572.71,255.79,242.23
90,573.71,256.57,242.23
90,574.72,257.72,242.25
90,575.72,258.14,242.46
90,576.72,258.32,242.38
90,577.73,258.13,242.36
90,578.73,258.62,242.72
90,579.73,259.00,242.60
90,580.74,259.00,242.66
90,581.74,259.19,242.82
90,582.74,259.36,242.74
90,583.74,258.90,242.87
90,584.75,257.77,242.99
90,585.75,256.99,243.00
90,586.75,256.05,242.96
90,587.76,255.15,243.15
90,588.76,255.41,243.64
90,589.76,255.51,243.98
90,590.76,254.93,244.32
90,591.77,252.89,244.46
90,592.77,250.99,244.66
90,593.77,251.67,244.73
90,594.78,253.26,244.44
90,595.78,254.88,244.28
90,596.78,256.16,244.28
90,597.79,257.80,244.35
90,598.79,258.56,244.28
90,599.79,259.17,244.26
90,600.79,259.27,244.20
90,601.80,258.12,244.28
90,602.80,257.88,244.33
90,603.80,256.96,244.29
90,604.81,256.44,244.05
90,605.81,256.93,244.22
90,606.81,255.28,244.25
90,607.82,253.97,244.33
90,608.82,254.16,244.23
90,609.82,255.39,244.21
90,610.83,256.55,244.30
90,611.83,257.79,244.41
90,612.83,258.12,244.50
90,613.83,256.78,244.45
90,614.84,256.49,244.47
90,615.84,256.54,244.51
90,616.84,257.00,244.60
90,617.85,257.51,244.62
90,618.85,258.23,244.76
90,619.85,258.61,244.74
90,620.86,259.13,244.90
90,621.86,259.69,244.94
90,622.86,259.77,245.09
90,623.86,260.00,244.96
90,624.87,260.40,244.94
90,625.87,260.41,244.95
90,626.87,260.56,244.96
90,627.88,260.81,244.99
90,628.88,260.95,244.98
90,629.88,260.71,244.91
90,630.88,260.59,245.01
90,631.89,260.79,245.15
90,632.89,260.30,245.24
90,633.89,258.52,245.13
90,634.90,257.85,245.30
90,635.90,257.50,245.56
90,636.90,256.95,245.59
90,637.91,256.24,245.68
90,638.91,255.79,245.81
90,639.91,256.18,246.04
90,640.91,257.14,246.07
90,641.92,257.49,245.92
90,642.92,257.87,246.07
90,643.92,257.28,246.16
90,644.93,257.88,246.13
90,645.93,258.32,246.26
90,646.93,258.63,246.25
90,647.94,258.08,246.34
90,648.94,257.39,246.51
90,649.94,255.03,246.41
90,650.95,253.87,246.50
90,651.95,252.41,246.59
90,652.95,252.74,246.48
90,653.95,253.76,246.49
90,654.96,255.35,246.68
90,655.96,257.03,246.53
90,656.96,257.91,246.61
90,657.97,258.27,246.69
90,658.97,259.07,246.90
90,659.97,259.69,247.03
90,660.98,260.71,247.20
90,661.98,261.77,247.22
90,662.98,262.27,247.29
90,663.98,262.40,247.35
90,664.99,262.45,247.32
90,665.99,262.73,247.32
90,666.99,263.02,247.41
90,668.00,263.39,247.40
90,669.00,263.39,247.80
90,670.00,262.96,247.75
90,671.00,262.49,247.75
90,672.01,262.65,247.92
90,673.01,262.91,248.02
90,674.01,262.79,248.23
90,675.02,262.23,248.24
90,676.02,262.21,248.28
90,677.02,262.25,248.20
90,678.03,262.33,248.26
90,679.03,261.92,248.36
90,680.03,261.45,248.16
90,681.03,260.04,248.06
90,682.04,259.22,248.16
90,683.04,259.48,248.34
90,684.04,260.25,248.20
90,685.05,259.59,248.38
90,686.05,259.65,248.30
90,687.05,260.55,248.47
90,688.06,261.64,248.52
90,689.06,262.47,248.64
90,690.06,262.89,248.46
90,691.07,263.08,248.57
90,692.07,262.87,248.32
90,693.07,262.50,248.37
90,694.07,262.41,248.47
90,695.08,261.94,248.60
90,696.08,261.76,248.58
90,697.08,262.12,248.77
90,698.09,262.95,248.65
90,699.09,263.53,248.81
90,700.09,264.07,248.92
90,701.10,263.97,248.94
90,702.10,263.53,248.96
90,703.10,261.70,248.95
90,704.10,260.76,248.76
90,705.11,260.53,249.00
90,706.11,260.69,249.03
90,707.11,261.18,248.95
90,708.12,261.25,248.82
90,709.12,261.30,248.95
90,710.12,261.78,248.99
90,711.12,261.57,248.94
90,712.13,261.96,249.00
90,713.13,262.49,249.10
90,714.13,262.36,249.07
90,715.14,261.76,249.24
90,716.14,260.91,249.35
90,717.14,261.02,249.45
90,718.15,260.74,249.39
90,719.15,257.60,249.39
90,720.15,255.07,249.38
90,721.15,253.71,249.59
90,722.16,252.65,249.65
90,723.16,251.98,249.47
90,724.16,253.00,249.56
90,725.17,255.26,249.90
90,726.17,256.85,250.03
90,727.17,257.32,250.34
90,728.18,258.41,250.31
90,729.18,259.21,250.52
90,730.18,257.99,250.17
90,731.18,258.14,250.00
90,732.19,256.95,250.11
90,733.19,257.57,250.17
90,734.19,256.21,250.18
90,735.20,255.78,250.31
90,736.20,256.28,250.47
90,737.20,256.20,250.41
90,738.21,254.02,250.70
90,739.21,251.96,250.61
90,740.21,251.00,250.46
90,741.22,251.64,250.65
90,742.22,253.32,250.68
90,743.22,254.80,250.56
90,744.22,256.10,250.46
90,745.23,257.46,250.41
90,746.23,258.59,250.38
90,747.23,259.10,250.33
90,748.24,259.60,250.37
90,749.24,258.63,250.50
90,750.24,256.83,250.69
90,751.25,257.71,250.52
90,752.25,259.43,250.76
90,753.25,260.75,250.84
90,754.25,261.31,250.92
90,755.26,261.79,251.04
90,756.26,262.12,251.17
90,757.26,262.83,251.40
90,758.27,262.49,251.28
90,759.27,259.42,251.17
90,760.27,257.42,251.05
90,761.27,256.70,251.00
90,762.28,255.97,251.28
90,763.28,254.66,251.23
90,764.28,253.41,251.40
90,765.29,252.72,251.52
90,766.29,251.90,251.60
90,767.29,252.21,251.54
90,768.30,253.78,251.55
90,769.30,254.64,251.41
90,770.30,254.90,251.35
90,771.30,256.34,251.41
90,772.31,257.36,251.29
90,773.31,258.23,251.34
90,774.31,259.46,251.29
90,775.32,258.82,251.47
90,776.32,258.12,251.34
90,777.32,258.12,251.39
90,778.33,257.54,251.47
90,779.33,258.45,251.30
90,780.33,259.42,251.48
90,781.34,258.97,251.57
90,782.34,259.13,251.59
90,783.34,260.12,251.62
90,784.34,260.15,251.66
90,785.35,260.41,251.58
90,786.35,260.36,251.61
90,787.35,260.07,251.64
90,788.36,258.03,251.50
90,789.36,256.89,251.76
90,790.36,255.87,251.82
90,791.37,254.00,252.02
90,792.37,254.40,251.98
90,793.37,256.29,252.00
90,794.37,257.36,252.00
90,795.38,258.16,252.10
90,796.38,259.60,251.95
90,797.38,260.66,251.95
90,798.39,261.01,251.81
90,799.39,261.57,251.81
90,800.39,261.98,251.89
90,801.39,262.16,252.00
90,802.40,262.40,251.89
90,803.40,262.83,252.00
90,804.40,263.17,252.04
90,805.41,263.46,252.01
90,806.41,263.74,252.30
90,807.41,263.68,252.20
90,808.42,263.79,252.26
90,809.42,263.83,252.31
90,810.42,264.01,252.42
90,811.42,264.01,252.36
90,812.43,263.67,252.34
90,813.43,263.11,252.38
90,814.43,262.81,252.51
90,815.44,262.76,252.40
90,816.44,262.85,252.46
90,817.44,261.95,252.58
90,818.45,262.34,252.59
90,819.45,262.57,252.71
90,820.45,261.41,252.69
90,821.46,261.13,252.67
90,822.46,259.78,252.77
90,823.46,257.91,253.04
90,824.46,256.49,253.02
90,825.47,255.55,252.89
90,826.47,257.20,252.95
90,827.47,258.36,253.14
90,828.48,256.97,253.13
90,829.48,255.90,253.19
90,830.48,257.26,253.02
90,831.49,257.92,252.96
90,832.49,258.63,253.09
90,833.49,260.16,253.10
90,834.49,261.37,253.05
90,835.50,263.31,252.96
90,836.50,264.24,252.99
90,837.50,263.80,253.00
90,838.51,262.34,253.14
90,839.51,261.26,253.08
90,840.51,261.70,253.21
90,841.51,262.99,253.14
90,842.52,263.92,253.33
90,843.52,264.04,253.46
90,844.52,263.42,253.33
90,845.53,263.08,253.46
90,846.53,263.02,253.40
90,847.53,262.90,253.01
90,848.54,262.86,253.00
90,849.54,262.68,253.03
90,850.54,262.79,252.94
90,851.54,263.47,253.10
90,852.55,264.00,253.22
90,853.55,263.58,253.15
90,854.55,261.94,253.06
90,855.56,260.77,253.21
90,856.56,260.91,253.35
90,857.56,260.88,253.40
90,858.57,259.55,253.36
90,859.57,259.12,253.32
90,860.57,258.62,253.28
90,861.58,258.72,253.65
90,862.58,260.14,253.74
90,863.58,259.42,253.80
90,864.58,257.27,253.79
90,865.59,256.25,253.73
90,866.59,255.87,253.53
90,867.59,255.16,253.51
90,868.60,255.29,253.53
90,869.60,257.16,253.55
90,870.60,259.55,253.54
90,871.61,260.88,253.40
90,872.61,260.84,253.33
90,873.61,260.15,253.37
90,874.61,260.69,253.41
90,875.62,260.57,253.69
90,876.62,259.94,253.68
90,877.62,259.35,253.84
90,878.63,257.24,253.94
90,879.63,257.01,254.09
90,880.63,257.88,253.87
90,881.63,257.78,253.72
90,882.64,259.02,253.65
90,883.64,261.03,253.72
90,884.64,262.54,253.65
90,885.65,264.33,253.65
90,886.65,265.56,253.49
90,887.65,266.14,253.62
90,888.66,266.35,253.69
90,889.66,266.81,253.57
90,890.66,266.89,253.76
90,891.66,267.44,253.75
90,892.67,267.78,253.92
90,893.67,268.35,254.13
90,894.67,268.44,254.25
90,895.68,267.74,254.42
90,896.68,267.33,254.52
90,897.68,267.37,254.35
90,898.69,267.12,254.36
90,899.69,267.02,254.41
90,900.69,266.60,254.82
90,901.70,266.24,254.84
90,902.70,266.49,254.87
90,903.70,266.35,254.76
90,904.70,265.93,254.62
90,905.71,265.91,254.59
90,906.71,265.76,254.51
90,907.71,265.53,254.46
90,908.72,264.79,254.46
90,909.72,264.57,254.49
90,910.72,264.27,254.54
90,911.73,265.10,254.81
90,912.73,265.75,254.73
90,913.73,266.15,254.85
90,914.73,266.30,254.63
90,915.74,266.31,254.61
90,916.74,266.03,254.62
90,917.74,266.20,254.64
90,918.75,266.61,254.51
90,919.75,266.23,254.51
90,920.75,265.83,254.59
90,921.75,264.99,254.58
90,922.76,262.63,254.52
90,923.76,261.83,254.47
90,924.76,261.57,254.47
90,925.77,261.69,254.35
90,926.77,262.40,254.25
90,927.77,263.12,254.39
90,928.78,263.48,254.34
90,929.78,262.06,254.44
90,930.78,261.56,254.21
90,931.78,261.53,254.27
90,932.79,262.34,254.35
90,933.79,262.82,254.46
90,934.79,262.77,254.45
90,935.80,262.82,254.57
90,936.80,263.03,254.54
90,937.80,261.48,254.43
90,938.81,259.92,254.62
90,939.81,260.94,254.77
90,940.81,262.53,254.73
90,941.82,263.40,254.64
90,942.82,264.08,254.71
90,943.82,264.90,254.73
90,944.82,265.13,254.78
90,945.83,265.37,254.87
90,946.83,266.05,254.93
90,947.83,265.78,254.89
90,948.84,266.06,254.70
90,949.84,267.21,254.88
90,950.84,266.44,255.04
90,951.85,265.17,254.91
90,952.85,264.95,254.91
90,953.85,265.12,255.11
90,954.85,264.59,255.11
90,955.86,263.36,254.97
90,956.86,263.25,255.11
90,957.86,263.62,255.18
90,958.87,264.66,255.23
90,959.87,265.21,255.35
90,960.87,265.38,255.38
90,961.88,265.30,255.24
90,962.88,265.56,255.26
90,963.88,266.07,255.10
90,964.88,266.92,255.10
90,965.89,267.26,255.20
90,966.89,268.35,255.39
90,967.89,269.19,255.51
90,968.90,269.18,255.86
90,969.90,268.62,255.79
90,970.90,268.24,255.81
90,971.90,266.90,256.02
90,972.91,264.67,255.95
90,973.91,262.08,256.15
90,974.91,260.39,255.95
90,975.92,260.53,255.95
90,976.92,262.37,255.88
90,977.92,264.12,256.18
90,978.93,264.94,256.21
90,979.93,265.83,256.17
90,980.93,266.40,256.12
90,981.93,266.31,256.20
90,982.94,266.30,256.07
90,983.94,266.81,255.91
90,984.94,266.95,256.09
90,985.95,266.11,256.01
90,986.95,265.53,255.90
90,987.95,265.33,255.66
90,988.96,265.92,255.65
90,989.96,265.24,255.50
90,990.96,265.12,255.49
90,991.97,263.56,255.34
90,992.97,261.99,255.51
90,993.97,262.11,255.54
90,994.97,260.33,255.81
90,995.98,261.14,255.82
90,996.98,262.37,255.78
90,997.98,261.72,255.63
90,998.99,260.60,255.57
90,999.99,261.16,255.63
90,1000.99,259.95,255.69
90,1002.00,258.01,255.56
