90,23.18
90,23.08
90,23.03
90,23.16
90,23.06
90,23.21
90,23.36
90,23.38
90,23.41
90,23.76
90,23.9
90,24.15
90,24.46
90,24.61
90,24.82
90,25.21
90,25.5
90,25.67
90,25.86
90,26.09
90,26.2
90,26.57
90,27
90,27.14
90,27.27
90,27.85
90,28.16
90,28.38
90,28.93
90,29.39
90,29.55
90,29.93
90,30.2
90,30.66
90,30.99
90,31.32
90,31.99
90,32.69
90,33.34
90,34.06
90,34.84
90,35.11
90,35.47
90,35.66
90,36.04
90,36.62
90,37.25
90,37.99
90,38.68
90,39.47
90,40.29
90,40.84
90,41.99
90,43.14
90,44.32
90,44.98
90,45.45
90,45.68
90,46.09
90,46.94
90,47.7
90,48.2
90,48.4
90,48.51
90,48.84
90,49.04
90,49.55
90,50.36
90,50.92
90,51.11
90,51.37
90,51.85
90,52.64
90,53.42
90,54.16
90,54.86
90,56.15
90,56.86
90,57.53
90,58.44
90,59.2
90,59.83
90,60.7
90,61.29
90,62.38
90,63.06
90,63.55
90,63.85
90,64.81
90,65.77
90,66.49
90,67.03
90,67.35
90,68.15
90,68.69
90,69.41
90,69.88
90,71.25
90,72.3
90,73.4
90,74.82
90,76.51
90,78.07
90,79.34
90,80.43
90,81.38
90,82.41
90,83.21
90,83.96
90,84.59
90,84.87
90,85.45
90,86.26
90,86.87
90,87.71
90,88.62
90,89.6
90,90.97
90,92.03
90,93.05
90,94.18
90,95.41
90,96.08
90,96.55
90,97.19
90,97.67
90,98.46
90,99.03
90,99.45
90,100.56
90,101.93
90,102.99
90,104.19
90,105.14
90,106.64
90,107.52
90,108.42
90,109.06
90,109.57
90,110.47
90,111.56
90,112.43
90,113.32
90,114.34
90,114.84
90,115.85
90,117.06
90,118.26
90,118.98
90,119.76
90,120.31
90,120.9
90,121.43
90,122.82
90,123.52
90,124.25
90,125.1
90,126.13
90,127.05
90,128.09
90,129.72
90,131.15
90,132.22
90,133.18
90,133.7
90,133.93
90,134.32
90,134.57
